ID RH;Nome Completo;Estado Civil;Sexo;Data de Nascimento;Endereç;Data de Contratacao;Data de Demissao;Salario Base;Impostos;Beneficios;VT;VR;Cargo;Níve;�rea;Ferias Acumuladas;Horas Extras;Imagem;Avaliação do Funcioná;Trabalho em Equipe;Lideranç;Comunicaç�;Iniciativa;Organizaç�
337;Carolina de Souza Almeida;C;F;07/02/1980;R. Visc. de Pirajá, 136 - Ipanema, Rio de Janeiro - RJ, 22410-00;17/04/2009;;9919;248.58;1077.18;828.6;994.32;FIIII;Coordenador;Financeiro;0;51;;8.2;8;9;4;10;10
376;Carolina Fontes;C;F;07/01/1990;R. Dr. Antônio Castro Prado, 422 - Vila Rossi e Borchi, Campinas - SP, 13076-13;14/08/2009;;5924;349.02;116.34;387.8;465.36;COII;Analista;Comercial;41;161;;8.2;6;8;7;10;10
35;Carolina Gaspar de Mattos      ;C;F;22/03/1977;Av. Mal. Floriano Peixoto, 2248-2258 - Centro, Nova Iguaçu - RJ, 26210-00;26/11/2006;;5522;65.6;459.2;328;393.6;ADII;Analista;Administrativo;46;84;;6;8;3;8;1;10
124;Carolina Gonçalves Lixa Fontour;S;F;18/05/1984;R. Brasílio Itiberê, 3279 - Água Verde, Curitiba - PR, 80250-;09/06/2013;;7929;673.7;606.33;673.7;808.44;COII;Analista;Comercial;48;6;;9.6;10;10;8;10;10
495;Carolina Marques;C;F;23/11/1994;R. Brasílio Itiberê, 3279 - Água Verde, Curitiba - PR, 80250-;13/11/2014;;13165;212.52;1593.9;1062.6;1275.12;LOIII;Coordenador;Logístic;20;34;;7.8;10;2;7;10;10
229;Carolina Mello;C;F;11/01/1988;R. Brasílio Itiberê, 3279 - Água Verde, Curitiba - PR, 80250-;06/01/2006;;9936;169.66;424.15;848.3;1017.96;LOIII;Coordenador;Logístic;2;70;;9;7;10;8;10;10
27;Carolina Monteiro;C;F;17/03/1991;R. Luíz Faccini, 212 - Centro, Guarulhos - SP, 07110-00;02/08/2010;;10486;169.44;423.6;847.2;1016.64;FIIII;Coordenador;Financeiro;54;9;;9;7;8;10;10;10
406;Carolina Racy;S;F;10/11/1989;R. Dr. Antônio Castro Prado, 422 - Vila Rossi e Borchi, Campinas - SP, 13076-13;06/11/2007;;1012;60.72;70.84;101.2;121.44;ADI;Estagiári;Administrativo;8;26;;9;10;8;10;7;10
238;Carolina Venceslau Santos de Gusmã;C;F;08/07/1987;Av. Dom Luís, 500 - Aldeota, Fortaleza - CE, 60160-23;15/05/2017;;1200;72;120;120;144;COI;Estagiári;Comercial;46;2;;9.2;10;10;7;9;10
134;Caroline Gaspar de Mattos      ;S;F;23/07/1995;Rua Quinze de Novembro, 8 - Loja 301a Loja 301b - Centro, Niterói - RJ, 24020-12;14/04/2014;10/06/2015;12185;462.5;1017.5;925;1110;OPIII;Coordenador;Operaçõ;37;71;;9.6;10;10;8;10;10
135;Caroline Valente de Figueiredo;C;F;15/07/1987;Av. Goiás Norte, 3.592 - quadra 2.1 - St. Mal. Rondon, Goiânia - GO, 74063-0;10/07/2005;;10940;331.48;994.44;828.7;994.44;ADIII;Coordenador;Administrativo;48;90;;9;7;9;9;10;10
255;Catarina Virginio;S;F;14/03/1982;Rua Antônio Lumack do Monte, 203 - 1 - Boa Viagem, Recife - PE, 51020-35;31/05/2011;;5479;244.48;366.72;305.6;366.72;OPII;Analista;Operaçõ;46;51;;9;8;10;7;10;10
29;Cícero Barcelos Tagliar;C;M;31/05/1978;Rua Quinze de Novembro, 8 - Loja 301a Loja 301b - Centro, Niterói - RJ, 24020-12;30/07/2007;;5779;213.3;341.28;426.6;511.92;OPII;Analista;Operaçõ;34;85;;8.4;6;8;8;10;10
185;Clarissa Ferreira;C;F;25/06/1980;R. Brasílio Itiberê, 3279 - Água Verde, Curitiba - PR, 80250-;24/08/2013;;2081;104.05;312.15;208.1;249.72;ADI;Estagiári;Administrativo;41;187;;8.8;7;10;8;9;10
226;Cynthia Alvim;S;F;23/08/1976;Shopping Barra - Av. Centenário, 2992 - Barra, Salvador - BA, 40155-15;28/04/2003;;11194;911.8;1002.98;911.8;1094.16;ADIII;Coordenador;Administrativo;8;34;;9;6;10;9;10;10
358;Cynthia Mercê;C;F;26/04/1972;Av. Goiás Norte, 3.592 - quadra 2.1 - St. Mal. Rondon, Goiânia - GO, 74063-0;10/03/2007;;11224;377.24;1226.03;943.1;1131.72;ADIII;Coordenador;Administrativo;10;120;;9;8;10;7;10;10
400;Cynthia Ribeiro;C;F;27/03/1995;R. Luíz Faccini, 212 - Centro, Guarulhos - SP, 07110-00;22/03/2013;;16571;732.1;878.52;1464.2;1757.04;FIIV;Gerente;Financeiro;57;57;;6;1;10;4;10;5
347;Daniel Alvarenga dos Santos;C;M;28/10/1997;Shopping Barra - Av. Centenário, 2992 - Barra, Salvador - BA, 40155-15;24/10/2015;;1698;135.84;84.9;169.8;203.76;ADI;Estagiári;Administrativo;45;147;;9;8;9;8;10;10
174;Daniel Benevides Xavier;C;M;05/02/1985;R. Brasílio Itiberê, 3279 - Água Verde, Curitiba - PR, 80250-;04/03/2007;;7363;124.1;806.65;620.5;744.6;COII;Analista;Comercial;46;102;https://i.pinimg.com/originals/f3/c6/8e/f3c68ef3a73b98a0414dd9cbd8fa696e.jpg;8;10;8;2;10;10
467;Daniel Garcia;C;M;31/10/1988;Av. Goiás Norte, 3.592 - quadra 2.1 - St. Mal. Rondon, Goiânia - GO, 74063-0;27/10/2006;;5317;262.32;306.04;437.2;524.64;LOII;Analista;Logístic;1;167;;7.4;7;8;8;4;10
391;Daniel Lopes da Silveira ;S;M;05/03/1971;Av. Goiás Norte, 3.592 - quadra 2.1 - St. Mal. Rondon, Goiânia - GO, 74063-0;20/11/2004;;1684;117.88;101.04;168.4;202.08;OPI;Estagiári;Operaçõ;58;26;;8.2;8;10;3;10;10
474;Daniel Pinto Anastácio Machad;C;M;06/10/1990;Shopping Barra - Av. Centenário, 2992 - Barra, Salvador - BA, 40155-15;28/04/2014;;6657;509.12;509.12;636.4;763.68;ADII;Analista;Administrativo;55;196;;7.6;8;8;2;10;10
96;Daniel Thuler;C;M;03/10/1977;Av. Dom Luís, 500 - Aldeota, Fortaleza - CE, 60160-23;13/03/2004;05/03/2005;6086;124.98;208.3;416.6;499.92;OPII;Analista;Operaçõ;12;113;;10;10;10;10;10;10
111;Daniela Santos Silva;S;F;11/03/1991;Av. Dom Luís, 500 - Aldeota, Fortaleza - CE, 60160-23;06/03/2009;;1929;115.74;135.03;192.9;231.48;OPI;Estagiári;Operaçõ;57;0;;8.8;8;8;8;10;10
529;Daniele Blumberg;C;F;17/09/1982;Av. Goiás Norte, 3.592 - quadra 2.1 - St. Mal. Rondon, Goiânia - GO, 74063-0;31/03/2017;;1153;69.18;161.42;115.3;138.36;ADI;Estagiári;Administrativo;52;147;;8.8;7;10;8;10;9
169;David de Paula;S;M;03/10/1981;R. Dr. Antônio Castro Prado, 422 - Vila Rossi e Borchi, Campinas - SP, 13076-13;13/03/2006;;1423;99.61;184.99;142.3;170.76;COI;Estagiári;Comercial;50;126;;9.6;8;10;10;10;10
310;Debora Penedo;C;F;26/01/1988;Av. Goiás Norte, 3.592 - quadra 2.1 - St. Mal. Rondon, Goiânia - GO, 74063-0;21/01/2006;;12903;618.06;1030.1;1030.1;1236.12;OPIII;Coordenador;Operaçõ;41;26;;8.6;6;10;8;10;9
125;Débora Pereira Ribeir;S;F;08/07/1976;Av. Barão Homem de Melo, 1389 - Nova Granada, Belo Horizonte - MG, 30431-42;16/12/2006;;10868;348.24;1218.84;870.6;1044.72;FIIII;Coordenador;Financeiro;51;190;;7.6;7;10;8;10;3
452;Desirée Castro Guimarã;C;F;20/02/1971;Av. Goiás Norte, 3.592 - quadra 2.1 - St. Mal. Rondon, Goiânia - GO, 74063-0;23/06/2008;;4987;331;132.4;331;397.2;FIII;Analista;Financeiro;37;30;;6.8;7;8;7;10;2
438;Diego Costa;S;M;27/01/1984;Rua Quinze de Novembro, 8 - Loja 301a Loja 301b - Centro, Niterói - RJ, 24020-12;18/05/2009;;15277;1487.7;1636.47;1487.7;1785.24;COIV;Gerente;Comercial;15;25;;7;2;8;9;10;6
504;Diego de Melo Teixeira;S;M;27/07/1987;R. Teodoro Sampaio, 954 - Pinheiros, São Paulo - SP, 05406-05;13/01/2008;02/10/2012;5033;73.56;294.24;367.8;441.36;FIII;Analista;Financeiro;43;89;https://encrypted-tbn0.gstatic.com/images?q=tbn%3AANd9GcR6fbPAbmjkDF6hhvcazdjPqrw9Boq7U7N7W3gz9jc1YVYRQ1LB&usqp=CAU;9.2;7;10;9;10;10
224;Diego Limp;S;M;16/07/1998;Shopping Barra - Av. Centenário, 2992 - Barra, Salvador - BA, 40155-15;11/07/2016;;12050;214.14;321.21;1070.7;1284.84;COIII;Coordenador;Comercial;57;179;;9.4;8;10;9;10;10
64;Douglas Costa;C;M;05/08/1988;R. Luíz Faccini, 212 - Centro, Guarulhos - SP, 07110-00;01/08/2006;;1343;67.15;107.44;134.3;161.16;OPI;Estagiári;Operaçõ;16;21;;8.8;7;10;8;9;10
212;Douglas Pinto;C;M;09/06/1972;Av. Barão Homem de Melo, 1389 - Nova Granada, Belo Horizonte - MG, 30431-42;27/03/2002;;1849;36.98;92.45;184.9;221.88;OPI;Estagiári;Operaçõ;13;100;;8.4;7;9;7;10;9
521;�bio Velucci;C;M;27/09/1994;Av. Mal. Floriano Peixoto, 2248-2258 - Centro, Nova Iguaçu - RJ, 26210-00;22/09/2012;;1335;53.4;173.55;133.5;160.2;ADI;Estagiári;Administrativo;5;83;;8.4;7;8;8;9;10
261;Eduarda Chagas;C;F;28/10/1976;Av. Borges de Medeiros, 3120 - Praia de Belas, Porto Alegre - RS, 90110-150;11/09/2016;;1940;174.6;291;194;232.8;ADI;Estagiári;Administrativo;56;149;;8.2;7;7;7;10;10
176;Eduarda Mello;C;F;10/05/1980;Shopping Barra - Av. Centenário, 2992 - Barra, Salvador - BA, 40155-15;06/05/2008;;8439;695.1;903.63;695.1;834.12;FIII;Analista;Financeiro;40;71;;8.8;8;9;7;10;10
150;Eduardo Brum;C;M;22/05/1990;Rua Quinze de Novembro, 8 - Loja 301a Loja 301b - Centro, Niterói - RJ, 24020-12;17/05/2008;;3340;117.28;410.48;293.2;351.84;COII;Analista;Comercial;50;157;;8.6;7;8;8;10;10
350;Eduardo da Cunha;C;M;14/12/1980;Av. Barão Homem de Melo, 1389 - Nova Granada, Belo Horizonte - MG, 30431-42;10/12/2006;;10429;950.4;285.12;950.4;1140.48;LOIII;Coordenador;Logístic;59;9;;7.2;8;10;4;10;4
207;Eduardo Luz;C;M;16/12/1983;Av. Borges de Medeiros, 3120 - Praia de Belas, Porto Alegre - RS, 90110-150;21/01/2004;;6694;440.58;944.1;629.4;755.28;LOII;Analista;Logístic;9;113;https://encrypted-tbn0.gstatic.com/images?q=tbn%3AANd9GcQ1Lw1NjFI2NC1ea5qZsj7_hbnJSI_-cQxJrrE7paIHMJMpZ6F9&usqp=CAU;9;10;8;8;10;9
193;Eduardo Ota Hirose;C;M;07/02/1992;Av. Goiás Norte, 3.592 - quadra 2.1 - St. Mal. Rondon, Goiânia - GO, 74063-0;17/12/2015;;1194;95.52;155.22;119.4;143.28;OPI;Estagiári;Operaçõ;22;190;;8.8;7;8;9;10;10
338;Eduardo Paes Leme;S;M;06/02/1999;Rua Antônio Lumack do Monte, 203 - 1 - Boa Viagem, Recife - PE, 51020-35;01/02/2017;;7876;566.28;251.68;629.2;755.04;OPII;Analista;Operaçõ;27;188;;6;7;8;3;10;2
160;Eduardo Ramos;S;M;30/11/1971;Av. Dom Luís, 500 - Aldeota, Fortaleza - CE, 60160-23;16/05/2010;;823;16.46;24.69;82.3;98.76;ADI;Estagiári;Administrativo;3;180;;7.8;8;8;8;10;5
296;Elaine de Aragao;C;F;04/10/1986;R. Visc. de Pirajá, 136 - Ipanema, Rio de Janeiro - RJ, 22410-00;29/09/2004;;1110;99.9;133.2;111;133.2;LOI;Estagiári;Logístic;47;112;;8.6;7;9;8;10;9
299;Elaine Lopes de Almeida;C;F;02/10/1979;R. Luíz Faccini, 212 - Centro, Guarulhos - SP, 07110-00;04/08/2008;;10551;855.1;769.59;855.1;1026.12;ADIII;Coordenador;Administrativo;25;184;;8.2;7;10;8;10;6
223;Elvis Macedo;C;M;25/02/1987;Av. Barão Homem de Melo, 1389 - Nova Granada, Belo Horizonte - MG, 30431-42;28/03/2005;;5056;147.32;184.15;368.3;441.96;LOII;Analista;Logístic;29;171;;9;7;8;10;10;10
436;Emilaine Oliveira de Mello Silva;C;F;23/11/1973;Av. Dom Luís, 500 - Aldeota, Fortaleza - CE, 60160-23;20/05/2012;;2057;164.56;123.42;205.7;246.84;LOI;Estagiári;Logístic;19;160;;8.4;7;8;7;10;10
213;Eric Amante;S;M;08/05/1972;Av. Dom Luís, 500 - Aldeota, Fortaleza - CE, 60160-23;20/07/2000;;5970;382.16;668.78;477.7;573.24;FIII;Analista;Financeiro;0;113;https://content.harcourts.com.au/hs-fs/hubfs/2019%20AU%20images/Leadership%20team%20headshots/BR00147_Website%20headshots_240%E2%80%8A%C3%97%E2%80%8A300_0008_CA00091_800x600px%20headshots_set%2023.jpg?width=240&height=300&name=BR00147_Website%20headshots_240%E2%80%8A%C3%97%E2%80%8A300_0008_CA00091_800x600px%20headshots_set%2023.jpg;8.2;7;8;9;7;10
384;Eugênio Galvão de Sou;S;M;26/04/1978;R. Brasílio Itiberê, 3279 - Água Verde, Curitiba - PR, 80250-;11/07/2008;09/06/2010;970;38.8;87.3;97;116.4;ADI;Estagiári;Administrativo;51;52;;8.6;7;8;8;10;10
166;Fabio Melo Eiras;S;M;04/08/1978;Av. Dom Luís, 500 - Aldeota, Fortaleza - CE, 60160-23;15/02/2004;;1844;147.52;184.4;184.4;221.28;FII;Estagiári;Financeiro;30;124;;7.4;6;8;8;10;5
86;Felipe Jordão Teixeir;C;M;18/05/1988;R. Brasílio Itiberê, 3279 - Água Verde, Curitiba - PR, 80250-;14/05/2006;;1808;144.64;126.56;180.8;216.96;ADI;Estagiári;Administrativo;9;67;;7.8;10;1;8;10;10
244;Felipe Miranda;C;M;09/03/1978;Av. Mal. Floriano Peixoto, 2248-2258 - Centro, Nova Iguaçu - RJ, 26210-00;25/05/2009;;4562;308.5;339.35;308.5;370.2;LOII;Analista;Logístic;36;63;;8.4;7;8;7;10;10
19;Felipe Sousa Melo;S;M;23/07/1997;Av. Dom Luís, 500 - Aldeota, Fortaleza - CE, 60160-23;19/07/2015;;5480;430.9;517.08;430.9;517.08;OPII;Analista;Operaçõ;40;55;;7.8;7;10;2;10;10
84;Fernanda Castro Morett Ceppas;S;F;08/01/1985;Rua Antônio Lumack do Monte, 203 - 1 - Boa Viagem, Recife - PE, 51020-35;25/12/2008;;5127;278.11;357.57;397.3;476.76;LOII;Analista;Logístic;50;123;;9;10;10;9;6;10
408;Fernanda do Nascimento Rocha;C;F;19/12/1994;R. Visc. de Pirajá, 136 - Ipanema, Rio de Janeiro - RJ, 22410-00;26/08/2017;;1814;108.84;272.1;181.4;217.68;OPI;Estagiári;Operaçõ;12;20;;6.6;8;5;2;9;9
431;Fernanda Gonçalve;S;F;02/04/1991;Rua Antônio Lumack do Monte, 203 - 1 - Boa Viagem, Recife - PE, 51020-35;28/03/2009;;1472;103.04;147.2;147.2;176.64;OPI;Estagiári;Operaçõ;20;119;;7;4;8;8;10;5
149;Fernanda Rocha;C;F;24/12/1990;Rua Quinze de Novembro, 8 - Loja 301a Loja 301b - Centro, Niterói - RJ, 24020-12;19/12/2008;;1910;76.4;57.3;191;229.2;COI;Estagiári;Comercial;29;98;;8;10;10;7;9;4
68;Fernanda Rossini;S;F;08/11/1982;R. Teodoro Sampaio, 954 - Pinheiros, São Paulo - SP, 05406-05;05/07/2002;;6336;316.12;451.6;451.6;541.92;FIII;Analista;Financeiro;40;4;;7.2;10;6;8;10;2
140;Fernanda Santo;C;F;18/07/1981;Rua Antônio Lumack do Monte, 203 - 1 - Boa Viagem, Recife - PE, 51020-35;07/04/2003;04/02/2011;7607;268.44;402.66;447.4;536.88;COII;Analista;Comercial;28;59;;9;10;10;9;7;9
180;Filipe Tabet;C;M;08/04/1981;R. Teodoro Sampaio, 954 - Pinheiros, São Paulo - SP, 05406-05;16/02/2017;;1108;44.32;88.64;110.8;132.96;LOI;Estagiári;Logístic;11;98;;6.8;2;9;3;10;10
60;Fillipe Tupini;S;M;15/03/1994;R. Luíz Faccini, 212 - Centro, Guarulhos - SP, 07110-00;10/03/2012;;5994;154.17;411.12;513.9;616.68;LOII;Analista;Logístic;18;174;;8.8;10;8;7;9;10
311;Flávia Jorda;S;F;27/05/1991;R. Visc. de Pirajá, 136 - Ipanema, Rio de Janeiro - RJ, 22410-00;31/03/2015;;9053;318.25;700.15;636.5;763.8;ADII;Analista;Administrativo;8;134;;7.4;6;8;8;10;5
327;Flávio Barbos;C;M;10/05/1972;Rua Quinze de Novembro, 8 - Loja 301a Loja 301b - Centro, Niterói - RJ, 24020-12;04/02/2010;;7112;259.28;713.02;648.2;777.84;ADII;Analista;Administrativo;37;190;;9.6;10;9;9;10;10
292;Flávio Fonte;S;M;09/09/1986;R. Dr. Antônio Castro Prado, 422 - Vila Rossi e Borchi, Campinas - SP, 13076-13;06/08/2015;;7583;551.44;482.51;689.3;827.16;LOII;Analista;Logístic;10;165;;9.2;8;9;10;10;9
117;Flávio Jacques Gamboa Fernandez de Oliveira Nett;C;M;28/09/1994;Av. Dom Luís, 500 - Aldeota, Fortaleza - CE, 60160-23;23/09/2012;;2013;80.52;201.3;201.3;241.56;FII;Estagiári;Financeiro;0;111;;8.6;7;9;7;10;10
393;Flávio Santos Garci;S;M;08/12/1981;Shopping Barra - Av. Centenário, 2992 - Barra, Salvador - BA, 40155-15;04/12/2002;07/04/2006;4916;245.07;210.06;350.1;420.12;LOII;Analista;Logístic;45;155;;6.4;9;8;3;3;9
520;Flávio Silva Mendon�;S;M;30/11/1996;R. Luíz Faccini, 212 - Centro, Guarulhos - SP, 07110-00;26/11/2014;;6987;295.15;295.15;590.3;708.36;ADII;Analista;Administrativo;3;166;;8.4;7;8;8;10;9
404;Francyne Souza;C;F;24/10/1975;Av. Borges de Medeiros, 3120 - Praia de Belas, Porto Alegre - RS, 90110-150;02/06/2009;;7404;253.4;506.8;506.8;608.16;FIII;Analista;Financeiro;46;77;;8.4;7;6;9;10;10
80;Frederico Vidal;S;M;21/05/1985;R. Brasílio Itiberê, 3279 - Água Verde, Curitiba - PR, 80250-;29/05/2010;;4763;268.5;268.5;447.5;537;COII;Analista;Comercial;45;86;;8;10;9;8;9;4
78;Gabriel Castro Cerqueira;S;M;22/05/1996;Av. Goiás Norte, 3.592 - quadra 2.1 - St. Mal. Rondon, Goiânia - GO, 74063-0;18/05/2014;;8034;672.7;269.08;672.7;807.24;COII;Analista;Comercial;8;12;;8.6;10;9;4;10;10
142;Gabriel Mello;S;M;05/01/1976;R. Visc. de Pirajá, 136 - Ipanema, Rio de Janeiro - RJ, 22410-00;13/09/2011;;1668;33.36;116.76;166.8;200.16;LOI;Estagiári;Logístic;32;23;;8.8;10;10;8;6;10
1;Gabriel Mesquita;C;M;01/01/1975;Av. Borges de Medeiros, 3120 - Praia de Belas, Porto Alegre - RS, 90110-150;16/03/2006;;23780;678.84;1131.4;2262.8;2715.36;OPV;Diretor;Operaçõ;47;97;https://clipartart.com/images/african-american-business-man-clipart-png-1.jpg;8.8;8;8;9;9;10
313;Gabriel Pereira;S;M;02/06/1992;Av. Borges de Medeiros, 3120 - Praia de Belas, Porto Alegre - RS, 90110-150;29/05/2010;03/08/2011;9739;784.8;1308;872;1046.4;OPIII;Coordenador;Operaçõ;23;35;;7.2;7;9;8;10;2
53;Gabriel Rozental;C;M;28/06/1980;Av. Borges de Medeiros, 3120 - Praia de Belas, Porto Alegre - RS, 90110-150;05/04/2000;31/05/2004;5138;284.69;122.01;406.7;488.04;OPII;Analista;Operaçõ;54;25;https://calemazoo.com/wp-content/uploads/2015/10/Businessman1.jpg;8.6;7;8;9;10;9
403;Gabriel Vasconcelos de Sousa;C;M;11/01/1976;R. Luíz Faccini, 212 - Centro, Guarulhos - SP, 07110-00;25/11/2008;;10853;522.8;1463.84;1045.6;1254.72;ADIII;Coordenador;Administrativo;58;131;;7.2;1;8;7;10;10
210;Gabriel Viana;C;M;31/03/1974;R. Teodoro Sampaio, 954 - Pinheiros, São Paulo - SP, 05406-05;31/01/2004;;4844;149.76;112.32;374.4;449.28;COII;Analista;Comercial;10;187;;6.8;6;8;8;2;10
330;Gabriela Costa;C;F;13/07/1989;R. Teodoro Sampaio, 954 - Pinheiros, São Paulo - SP, 05406-05;13/06/2012;;25340;1399.74;2566.19;2332.9;2799.48;LOV;Diretor;Logístic;17;33;https://dinamicafachadas.com.br/wp-content/uploads/2016/09/half_girl.png;9;7;9;9;10;10
30;Gabriela Coutinho;S;F;03/09/1982;Av. Goiás Norte, 3.592 - quadra 2.1 - St. Mal. Rondon, Goiânia - GO, 74063-0;15/04/2010;27/09/2017;11888;605.16;403.44;1008.6;1210.32;LOIII;Coordenador;Logístic;18;14;;7.2;3;6;7;10;10
294;Gabriela de Souza Campos;C;F;24/06/1971;Av. Mal. Floriano Peixoto, 2248-2258 - Centro, Nova Iguaçu - RJ, 26210-00;22/10/2001;;1258;75.48;62.9;125.8;150.96;OPI;Estagiári;Operaçõ;7;91;;6.8;4;8;4;10;8
409;Gabriela e Alves;S;F;09/05/1999;Av. Barão Homem de Melo, 1389 - Nova Granada, Belo Horizonte - MG, 30431-42;04/05/2017;;1797;125.79;233.61;179.7;215.64;FII;Estagiári;Financeiro;39;124;;7.6;7;8;4;10;9
220;Gabriela Gômar;C;F;07/04/1971;Av. Borges de Medeiros, 3120 - Praia de Belas, Porto Alegre - RS, 90110-150;10/07/2000;;11716;786;687.75;982.5;1179;ADIII;Coordenador;Administrativo;37;49;;7.8;7;8;4;10;10
447;Gabriela Romeu;C;F;26/11/1983;Rua Antônio Lumack do Monte, 203 - 1 - Boa Viagem, Recife - PE, 51020-35;01/11/2004;;5585;69.26;380.93;346.3;415.56;OPII;Analista;Operaçõ;57;134;;8.8;10;5;9;10;10
445;Geam Petraglia da Silva;C;M;28/11/1970;Av. Barão Homem de Melo, 1389 - Nova Granada, Belo Horizonte - MG, 30431-42;13/01/2002;;1024;71.68;40.96;102.4;122.88;COI;Estagiári;Comercial;15;17;;9.4;8;10;9;10;10
8;Gil Bonder;C;M;22/06/1989;Rua Quinze de Novembro, 8 - Loja 301a Loja 301b - Centro, Niterói - RJ, 24020-12;18/06/2007;;5008;355.52;177.76;444.4;533.28;OPII;Analista;Operaçõ;12;37;;9.6;10;9;9;10;10
40;Giovana de Oliveira e Mello     ;C;F;18/04/1987;Av. Barão Homem de Melo, 1389 - Nova Granada, Belo Horizonte - MG, 30431-42;25/05/2005;15/12/2006;9957;160.98;1046.37;804.9;965.88;OPIII;Coordenador;Operaçõ;36;2;;8.6;8;8;7;10;10
175;Giovana Marinho;C;F;18/05/1979;Av. Borges de Medeiros, 3120 - Praia de Belas, Porto Alegre - RS, 90110-150;30/04/2016;;15246;1028.72;1671.67;1285.9;1543.08;OPIV;Gerente;Operaçõ;14;96;;7.8;7;9;7;10;6
420;Giovanna Fahrnholz;C;F;27/05/1999;Shopping Barra - Av. Centenário, 2992 - Barra, Salvador - BA, 40155-15;22/05/2017;;15249;991.84;371.94;1239.8;1487.76;ADIV;Gerente;Administrativo;17;183;;9;8;10;7;10;10
81;Giuseppe Fernandes;C;M;30/12/1980;R. Luíz Faccini, 212 - Centro, Guarulhos - SP, 07110-00;11/02/2010;;10021;856.08;285.36;951.2;1141.44;LOIII;Coordenador;Logístic;5;60;;6.4;4;3;5;10;10
43;Guilherme Araujo Kelly;C;M;28/12/1981;Av. Dom Luís, 500 - Aldeota, Fortaleza - CE, 60160-23;10/10/2003;24/11/2006;14594;264.38;660.95;1321.9;1586.28;LOIV;Gerente;Logístic;0;53;https://img.freepik.com/free-photo/chef-with-his-arms-crossed-white-background_1368-2792.jpg?size=338&ext=jpg;8.8;7;9;8;10;10
187;Guilherme Delgado;C;M;28/12/1976;Av. Barão Homem de Melo, 1389 - Nova Granada, Belo Horizonte - MG, 30431-42;30/09/2002;;937;37.48;28.11;93.7;112.44;ADI;Estagiári;Administrativo;30;105;https://w0.pngwave.com/png/194/429/graphy-man-with-crossed-arms-clothing-shirt-shirt-png-clip-art.png;8.8;7;8;9;10;10
446;Guilherme Johnson;C;M;29/04/1993;R. Brasílio Itiberê, 3279 - Água Verde, Curitiba - PR, 80250-;25/04/2011;;10489;689.43;295.47;984.9;1181.88;ADIII;Coordenador;Administrativo;47;101;;6.6;5;9;8;9;2
526;Guilherme Lander Regasso;S;M;05/02/1978;Rua Antônio Lumack do Monte, 203 - 1 - Boa Viagem, Recife - PE, 51020-35;12/08/2002;;1592;127.36;206.96;159.2;191.04;OPI;Estagiári;Operaçõ;9;118;https://i.dlpng.com/static/png/6345305_preview.png;7.4;7;1;10;10;9
171;Guilherme Lopes da Silveira ;S;M;30/11/1999;R. Visc. de Pirajá, 136 - Ipanema, Rio de Janeiro - RJ, 22410-00;12/04/2018;;1269;101.52;164.97;126.9;152.28;LOI;Estagiári;Logístic;42;82;;8.2;7;8;6;10;10
4;Guilherme Nunez;C;M;07/05/1993;Av. Barão Homem de Melo, 1389 - Nova Granada, Belo Horizonte - MG, 30431-42;03/05/2011;;7415;296.1;414.54;592.2;710.64;ADII;Analista;Administrativo;41;176;;8.4;7;8;7;10;10
9;Gustavo de Melo Teixeira;S;M;05/07/1990;R. Visc. de Pirajá, 136 - Ipanema, Rio de Janeiro - RJ, 22410-00;30/06/2008;;5106;124.14;579.32;413.8;496.56;FIII;Analista;Financeiro;49;116;;8;2;10;9;10;9
119;Hanna Vaz;C;F;01/08/1970;Av. Dom Luís, 500 - Aldeota, Fortaleza - CE, 60160-23;19/07/2005;;13397;327.06;1635.3;1090.2;1308.24;ADIII;Coordenador;Administrativo;0;172;;8.2;10;3;8;10;10
159;Hannah de Oliveira;C;F;02/11/1999;Av. Borges de Medeiros, 3120 - Praia de Belas, Porto Alegre - RS, 90110-150;28/10/2017;;1576;157.6;220.64;157.6;189.12;ADI;Estagiári;Administrativo;38;161;;9;8;10;7;10;10
494;Helena Carramanhos Peixoto ;C;F;23/09/1980;R. Visc. de Pirajá, 136 - Ipanema, Rio de Janeiro - RJ, 22410-00;18/03/2001;;11730;351.6;791.1;879;1054.8;FIIII;Coordenador;Financeiro;52;200;;9.2;10;10;7;9;10
285;Henrique Moreira de Brito;S;M;07/11/1974;Av. Dom Luís, 500 - Aldeota, Fortaleza - CE, 60160-23;18/07/2004;;1125;56.25;135;112.5;135;ADI;Estagiári;Administrativo;48;57;;8.6;7;10;6;10;10
110;Higor Frossard;S;M;26/07/1998;Rua Antônio Lumack do Monte, 203 - 1 - Boa Viagem, Recife - PE, 51020-35;21/07/2016;;1941;38.82;155.28;194.1;232.92;OPI;Estagiári;Operaçõ;9;79;;9.2;10;8;10;8;10
427;Iasmim Jacques Gamboa Fernandez de Oliveira Netto;S;F;16/05/1976;Rua Antônio Lumack do Monte, 203 - 1 - Boa Viagem, Recife - PE, 51020-35;27/06/2009;;16174;1223.01;815.34;1358.9;1630.68;COIV;Gerente;Comercial;19;166;;9;7;8;10;10;10
423;Ighor Araujo Kelly;S;M;20/01/1979;Av. Dom Luís, 500 - Aldeota, Fortaleza - CE, 60160-23;23/04/2016;;8446;349.8;839.52;699.6;839.52;COII;Analista;Comercial;21;109;;9;7;10;9;9;10
